price,other_info,location,text
"[<h5 class=""mb-0 defaultBlue"" style=""font-weight:600; font-size:30px; white-space:nowrap"">
                                                4.200
                                                 €
                                            </h5>]","[<div class=""col-8"">
<p class=""mt-1"">
</p>
<div class=""row mt-3"">
<div class=""col-5"">
<p class=""mb-1"">Марка:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">VW Volkswagen</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Модел:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Golf Plus</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Година:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">2006</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Гориво:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Дизел</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Километри:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">190000</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Менувач:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Рачен</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Каросерија:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Хеџбек</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Боја:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Сива</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Регистрација:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Македонска</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Регистрирана до:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">11.2020</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Сила на моторот:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">77 kw / 105 ks</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Kласа на емисија:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Еуро 4</p>
</div>
</div>
<p class=""mt-3"" style=""font-size:14px;"">
                                VW GOLF 5 PLUS 1.9TDI 105KS 2006G<br/>PLATENI DAVACKI DO MK TABLI PREVOD NA DOKUMENTI SAMO DA SE REG <br/>2XKLUCA <br/>CLIMATRONIC ISPAVEN <br/>TOP SOSTOJBA<br/>
</p>
<div class=""col-lg-12 clear-padding mt-3""><div id=""youtubeLink"" style=""max-width:640px""></div></div>
<p class=""mt-3"" id=""categoryDiv"" style=""font-size:14px;"">
                                Категорија: <a class=""text-secondary mr-5"" href=""/Search/Index?ad=3790158&amp;cat=1&amp;city=329&amp;pageView=1""><small>Моторни Возила</small></a> <span style=""font-size:10px;"">/</span> <a class=""text-secondary mr-5"" href=""/Search/Index?ad=3790158&amp;cat=24&amp;city=329&amp;pageView=1""><small>Автомобили</small></a>
</p>
</div>]",[<p>Свети Николе / Свети Николе</p>],"[<p class=""mt-3"" style=""font-size:14px;"">
                                VW GOLF 5 PLUS 1.9TDI 105KS 2006G<br/>PLATENI DAVACKI DO MK TABLI PREVOD NA DOKUMENTI SAMO DA SE REG <br/>2XKLUCA <br/>CLIMATRONIC ISPAVEN <br/>TOP SOSTOJBA<br/>
</p>]"
"[<h5 class=""mb-0 defaultBlue"" style=""font-weight:600; font-size:30px; white-space:nowrap"">
                                                1
                                                 €
                                            </h5>]","[<div class=""col-8"">
<p class=""mt-1"">
</p>
<div class=""row mt-3"">
<div class=""col-5"">
<p class=""mb-1"">Марка:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Seat</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Модел:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Ibiza</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Година:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">2010</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Гориво:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Дизел</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Километри:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">130000</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Менувач:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Рачен</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Каросерија:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Хеџбек</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Боја:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Сина</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Регистрација:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Македонска</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Регистрирана до:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">10.2020</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Сила на моторот:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">59 kw / 80 ks</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Kласа на емисија:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Еуро 5</p>
</div>
</div>
<p class=""mt-3"" style=""font-size:14px;"">
                                Se prodava Extra Seat Ibiza 1.4 TDI 80ks Diesel!!!<br/>09/2009 Godina.<br/>Dva kluca, klima, centralno, extra ekonomicen i dosta dokazan motor od Volkswagen. Original 130000km, komandi na volan, povrzuvanje so mobilen, aux, esp, abs.<br/>Kokata e vo extra sostobja. <br/>Extra cena na lice mesto za realni kupci. <br/>071326868
                            </p>
<div class=""col-lg-12 clear-padding mt-3""><div id=""youtubeLink"" style=""max-width:640px""></div></div>
<p class=""mt-3"" id=""categoryDiv"" style=""font-size:14px;"">
                                Категорија: <a class=""text-secondary mr-5"" href=""/Search/Index?ad=3723829&amp;cat=1&amp;city=281&amp;pageView=1""><small>Моторни Возила</small></a> <span style=""font-size:10px;"">/</span> <a class=""text-secondary mr-5"" href=""/Search/Index?ad=3723829&amp;cat=24&amp;city=281&amp;pageView=1""><small>Автомобили</small></a>
</p>
</div>]",[<p>Илинден / Скопје</p>],"[<p class=""mt-3"" style=""font-size:14px;"">
                                Se prodava Extra Seat Ibiza 1.4 TDI 80ks Diesel!!!<br/>09/2009 Godina.<br/>Dva kluca, klima, centralno, extra ekonomicen i dosta dokazan motor od Volkswagen. Original 130000km, komandi na volan, povrzuvanje so mobilen, aux, esp, abs.<br/>Kokata e vo extra sostobja. <br/>Extra cena na lice mesto za realni kupci. <br/>071326868
                            </p>]"
"[<h5 class=""mb-0 defaultBlue"" style=""font-weight:600; font-size:30px; white-space:nowrap"">
                                                16.999
                                                 €
                                            </h5>]","[<div class=""col-8"">
<p class=""mt-1"">
</p>
<div class=""row mt-3"">
<div class=""col-5"">
<p class=""mb-1"">Марка:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Audi </p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Модел:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">A6</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Година:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">2011</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Гориво:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Дизел</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Километри:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">180000</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Менувач:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Автоматски</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Каросерија:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Седани</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Боја:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Црна</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Регистрација:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Странска</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Регистрирана до:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">12.2021</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Сила на моторот:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">180 kw / 245 ks</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Kласа на емисија:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Еуро 5</p>
</div>
</div>
<p class=""mt-3"" style=""font-size:14px;"">
                                NOVOGODIŠNI POPUSTI...🚘🚘🚘🚘🚘<br/>NOV UVOZ<br/>PLATENI DAVAČKI DO REGISTRACIJA<br/>4 NOVI GUMI<br/>2 KLUČA<br/>MOZE PROVERKA VO SERVIZ<br/>EKSTRA SOSTOJBA <br/>MOZE ZAMENA I VE MOLAM SAMO REALNI PONUDI<br/>ZA KEŠ EKSTRA CENA<br/>NAJ POVOLNA CENA NA PAZAROT<br/>ZA POV INFO NA TEL🚘🚘🚘070 80 84 84 🚘🚘    I   078 43 33 55<br/>
</p>
<div class=""col-lg-12 clear-padding mt-3""><div id=""youtubeLink"" style=""max-width:640px""></div></div>
<p class=""mt-3"" id=""categoryDiv"" style=""font-size:14px;"">
                                Категорија: <a class=""text-secondary mr-5"" href=""/Search/Index?ad=3796628&amp;cat=1&amp;city=310&amp;pageView=1""><small>Моторни Возила</small></a> <span style=""font-size:10px;"">/</span> <a class=""text-secondary mr-5"" href=""/Search/Index?ad=3796628&amp;cat=24&amp;city=310&amp;pageView=1""><small>Автомобили</small></a>
</p>
</div>]","[<p class=""text-secondary""><small>Продавачот прифаќа предлози за цена</small></p>, <p>Струмица / Струмица</p>]","[<p class=""mt-3"" style=""font-size:14px;"">
                                NOVOGODIŠNI POPUSTI...🚘🚘🚘🚘🚘<br/>NOV UVOZ<br/>PLATENI DAVAČKI DO REGISTRACIJA<br/>4 NOVI GUMI<br/>2 KLUČA<br/>MOZE PROVERKA VO SERVIZ<br/>EKSTRA SOSTOJBA <br/>MOZE ZAMENA I VE MOLAM SAMO REALNI PONUDI<br/>ZA KEŠ EKSTRA CENA<br/>NAJ POVOLNA CENA NA PAZAROT<br/>ZA POV INFO NA TEL🚘🚘🚘070 80 84 84 🚘🚘    I   078 43 33 55<br/>
</p>]"
"[<h5 class=""mb-0 defaultBlue"" style=""font-weight:600; font-size:30px; white-space:nowrap"">
                                                1
                                                 €
                                            </h5>]","[<div class=""col-8"">
<p class=""mt-1"">
</p>
<div class=""row mt-3"">
<div class=""col-5"">
<p class=""mb-1"">Марка:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Opel</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Модел:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Insignia</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Година:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">2010</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Гориво:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Дизел</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Километри:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">200000</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Менувач:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Рачен</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Каросерија:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Каравани</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Боја:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Црна</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Регистрација:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Македонска</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Регистрирана до:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">10.2021</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Сила на моторот:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">96 kw / 131 ks</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Kласа на емисија:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Еуро 5</p>
</div>
</div>
<p class=""mt-3"" style=""font-size:14px;"">
                                Voziloto e doneseno od Germanija so vozenje. Registrirano so zelen karton cela godina i napraven servis. Ima servisna kniska do kilometar.<br/>Poseduva najvisoko nivo na oprema:<br/>Sportski sedista so elektrika i greaci. <br/>Radio so navigacija, usb, cd, aux. <br/>Tempomat<br/>Handsfree<br/>Parking senzori napred nazad. <br/>Pomos pri paralelno parkiranje. <br/>Sport kopce<br/>Toure kopce<br/>Senozor za dozd <br/>Avtomatski svetla Bi Xenon adaptivni<br/>Avtomatska euro kuka<br/>Fabricki zatemneti stakla<br/>Novi gumi so aluminiumski bandazi. <br/>Voziloto e vo perfektna sostojba bez niedna mana. Povejke informaci na telefon.
                            </p>
<div class=""col-lg-12 clear-padding mt-3""><div id=""youtubeLink"" style=""max-width:640px""></div></div>
<p class=""mt-3"" id=""categoryDiv"" style=""font-size:14px;"">
                                Категорија: <a class=""text-secondary mr-5"" href=""/Search/Index?ad=3737673&amp;cat=1&amp;city=291&amp;pageView=1""><small>Моторни Возила</small></a> <span style=""font-size:10px;"">/</span> <a class=""text-secondary mr-5"" href=""/Search/Index?ad=3737673&amp;cat=24&amp;city=291&amp;pageView=1""><small>Автомобили</small></a>
</p>
</div>]",[<p>Прилеп / Прилеп</p>],"[<p class=""mt-3"" style=""font-size:14px;"">
                                Voziloto e doneseno od Germanija so vozenje. Registrirano so zelen karton cela godina i napraven servis. Ima servisna kniska do kilometar.<br/>Poseduva najvisoko nivo na oprema:<br/>Sportski sedista so elektrika i greaci. <br/>Radio so navigacija, usb, cd, aux. <br/>Tempomat<br/>Handsfree<br/>Parking senzori napred nazad. <br/>Pomos pri paralelno parkiranje. <br/>Sport kopce<br/>Toure kopce<br/>Senozor za dozd <br/>Avtomatski svetla Bi Xenon adaptivni<br/>Avtomatska euro kuka<br/>Fabricki zatemneti stakla<br/>Novi gumi so aluminiumski bandazi. <br/>Voziloto e vo perfektna sostojba bez niedna mana. Povejke informaci na telefon.
                            </p>]"
"[<h5 class=""mb-0 defaultBlue"" style=""font-weight:600; font-size:30px; white-space:nowrap"">
                                                8.900
                                                 €
                                            </h5>]","[<div class=""col-8"">
<p class=""mt-1"">
</p>
<div class=""row mt-3"">
<div class=""col-5"">
<p class=""mb-1"">Марка:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Ford</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Модел:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Focus</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Година:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">2013</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Гориво:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Дизел</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Километри:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">180000</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Менувач:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Автоматски</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Каросерија:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Седани</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Боја:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Бела</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Регистрација:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Македонска</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Регистрирана до:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">01.2021</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Сила на моторот:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">103 kw / 140 ks</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Kласа на емисија:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Еуро 5</p>
</div>
</div>
<p class=""mt-3"" style=""font-size:14px;"">
                                Ford focos 2.0 tdci <br/>Automat top sostojba
                            </p>
<div class=""col-lg-12 clear-padding mt-3""><div id=""youtubeLink"" style=""max-width:640px""></div></div>
<p class=""mt-3"" id=""categoryDiv"" style=""font-size:14px;"">
                                Категорија: <a class=""text-secondary mr-5"" href=""/Search/Index?ad=3780223&amp;cat=1&amp;city=307&amp;pageView=1""><small>Моторни Возила</small></a> <span style=""font-size:10px;"">/</span> <a class=""text-secondary mr-5"" href=""/Search/Index?ad=3780223&amp;cat=24&amp;city=307&amp;pageView=1""><small>Автомобили</small></a>
</p>
</div>]",[<p>Гостивар / Гостивар</p>],"[<p class=""mt-3"" style=""font-size:14px;"">
                                Ford focos 2.0 tdci <br/>Automat top sostojba
                            </p>]"
"[<h5 class=""mb-0 defaultBlue"" style=""font-weight:600; font-size:30px; white-space:nowrap"">
                                                4.500
                                                 €
                                            </h5>]","[<div class=""col-8"">
<p class=""mt-1"">
</p>
<div class=""row mt-3"">
<div class=""col-5"">
<p class=""mb-1"">Марка:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Mercedes-Benz</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Модел:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">270</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Година:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">2003</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Гориво:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Дизел</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Километри:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">190000</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Менувач:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Рачен</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Каросерија:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Седани</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Боја:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Сива</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Регистрација:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Македонска</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Регистрирана до:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">11.2021</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Сила на моторот:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">145 kw / 197 ks</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Kласа на емисија:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Еуро 3</p>
</div>
</div>
<p class=""mt-3"" style=""font-size:14px;"">
                                Se prodava merceses c270 cdi 2003 godina registrrian servisiran mozhe zamena za pomala kola so vasha doplata
                            </p>
<div class=""col-lg-12 clear-padding mt-3""><div id=""youtubeLink"" style=""max-width:640px""></div></div>
<p class=""mt-3"" id=""categoryDiv"" style=""font-size:14px;"">
                                Категорија: <a class=""text-secondary mr-5"" href=""/Search/Index?ad=3823284&amp;cat=1&amp;city=305&amp;pageView=1""><small>Моторни Возила</small></a> <span style=""font-size:10px;"">/</span> <a class=""text-secondary mr-5"" href=""/Search/Index?ad=3823284&amp;cat=24&amp;city=305&amp;pageView=1""><small>Автомобили</small></a>
</p>
</div>]",[<p>Охрид / Охрид</p>],"[<p class=""mt-3"" style=""font-size:14px;"">
                                Se prodava merceses c270 cdi 2003 godina registrrian servisiran mozhe zamena za pomala kola so vasha doplata
                            </p>]"
"[<h5 class=""mb-0 defaultBlue"" style=""font-weight:600; font-size:30px; white-space:nowrap"">
                                                4.800
                                                 €
                                            </h5>]","[<div class=""col-8"">
<p class=""mt-1"">
</p>
<div class=""row mt-3"">
<div class=""col-5"">
<p class=""mb-1"">Марка:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">VW Volkswagen</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Модел:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Passat</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Година:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">2006</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Гориво:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Дизел</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Километри:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">200000</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Менувач:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Рачен</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Каросерија:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Каравани</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Боја:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Црна</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Регистрација:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Македонска</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Регистрирана до:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">09.2021</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Сила на моторот:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">103 kw / 140 ks</p>
</div>
<div class=""col-5"">
<p class=""mb-1"">Kласа на емисија:</p>
</div>
<div class=""col-7"" style=""font-weight:600"">
<p class=""mb-1"">Еуро 4</p>
</div>
</div>
<p class=""mt-3"" style=""font-size:14px;"">
                                PASSAT B6 2.0TDI 8V 140PS 2006 STAKLO SOCUVAN BEZ GREPKI VO ODLICNA SOSTOJBA MOTOR MENUVAC AMORTIZACIJA PERFEKTNI BEZ NIEDNO TROPANJE SERVISIRANO KOMPLET ULJE FILTRI, NOVI DISKOVI NOVI PLOCKI, 4ZIMSKI GUMI NOVI, FULL OPREMA OSVEN KOZA, KLIMATRONIK, TEMPOMAT, BORDCOMPUTER, 17ki FELNI, KLIMA FOLII ATESTIRANI, SIBER, GREACI NA SEDISTA, AUTO HOLD i dr.. <br/><br/>REGISTRIRAN DO 27.09.2021<br/><br/>ZAMENA 5000EVRA <br/><br/>GOLF MERCEDES BMW AUDI PASSAT 
                            </p>
<div class=""col-lg-12 clear-padding mt-3""><div id=""youtubeLink"" style=""max-width:640px""></div></div>
<p class=""mt-3"" id=""categoryDiv"" style=""font-size:14px;"">
                                Категорија: <a class=""text-secondary mr-5"" href=""/Search/Index?ad=3820573&amp;cat=1&amp;city=294&amp;pageView=1""><small>Моторни Возила</small></a> <span style=""font-size:10px;"">/</span> <a class=""text-secondary mr-5"" href=""/Search/Index?ad=3820573&amp;cat=24&amp;city=294&amp;pageView=1""><small>Автомобили</small></a>
</p>
</div>]",[<p>Тетово / Тетово</p>],"[<p class=""mt-3"" style=""font-size:14px;"">
                                PASSAT B6 2.0TDI 8V 140PS 2006 STAKLO SOCUVAN BEZ GREPKI VO ODLICNA SOSTOJBA MOTOR MENUVAC AMORTIZACIJA PERFEKTNI BEZ NIEDNO TROPANJE SERVISIRANO KOMPLET ULJE FILTRI, NOVI DISKOVI NOVI PLOCKI, 4ZIMSKI GUMI NOVI, FULL OPREMA OSVEN KOZA, KLIMATRONIK, TEMPOMAT, BORDCOMPUTER, 17ki FELNI, KLIMA FOLII ATESTIRANI, SIBER, GREACI NA SEDISTA, AUTO HOLD i dr.. <br/><br/>REGISTRIRAN DO 27.09.2021<br/><br/>ZAMENA 5000EVRA <br/><br/>GOLF MERCEDES BMW AUDI PASSAT 
                            </p>]"
